Denominación;Fecha última modificación;Dirección;Código Provincia;Codigo municipioINE;Provincia;Localidad;CP;Zona Acción Social;Teléfono;Fax;Nº Registro;Entidad Titular;Entidad Gestora;Naturaleza;email;Web;Sector;Tipo;Subtipo;Plazas;Latitud;Longitud;Director;Posicion
RESIDENCIA DE MAYORES RIOSECO;2026-02-17;CALLE PARQUE (EL) 7;24;24133;LEON;RIOSECO DE TAPIA;24275;LA MAGDALENA;987 590034;;240563;AYUNTAMIENTO DE RIOSECO DE TAPIA;CK SENIOR GESTIÓN, S.L;ADMINISTRACIÓN LOCAL;mbgarcia@seniorsi.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 30;;;GLORIA ALVÁREZ PRIETO;
RESIDENCIA VIRGEN DE CELADA- ALCALDE JOSÉ LUIS GARCÍA FERNÁNDEZ;2024-04-30;CALLE EMILIA MENENDEZ 32;24;24134;LEON;ROBLA (LA);24640;CUENCA DE MATALLANA;987 430031;;241671;AYUNTAMIENTO DE LA ROBLA;ARALIA SERVICIOS SOCIOSANITARIOS S.A.;ADMINISTRACIÓN LOCAL;ma.sanchez@araliaservicios.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 84;42.80214549999999;-5.6313019;MERCEDES DOMINGUEZ OSORIO;42.80214549999999, -5.6313019
HOGAR DE PENSIONISTAS Y JUBILADOS LA ROBLA;2020-10-14;CALLE CAÑUCO (EL) S/N;24;24134;LEON;ROBLA (LA);24640;CUENCA DE MATALLANA;987 570987;;240152;AYUNTAMIENTO DE LA ROBLA;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.8013221;-5.6314617;;42.8013221, -5.6314617
CENTRO EDUCATIVO JALAMA;2011-11-09;AVENIDA SAN IGNACIO DE LOYOLA 159, BAJO;24;24142;LEON;SAN ANDRES DEL RABANEDO;24010;ZONA I - SAN ANDRÉS DEL RABANEDO;987 224045;;240459;ASECAL;;ASOCIACIÓN;;;INFANCIA (Y JUVENTUD);Centros de Menores Infractores;Centros de intervención educativa;OTROS: 5;42.6055894;-5.5911654;DAVID PERULERO  ALONSO;42.6055894, -5.5911654
PISO DE ACOGIDA;2025-12-17;CALLE PARROCO PABLO DIEZ;24;24142;LEON;SAN ANDRES DEL RABANEDO;24010;ZONA I - SAN ANDRÉS DEL RABANEDO;687 584633;687 687584633;242012;ACCEM;ACCEM;ASOCIACIÓN;leon@accem.es;;INCLUSIÓN SOCIAL;Vivienda;Vivienda para personas en situación de vulnerabilidad;MIXTO: 4;42.5985251;-5.5944559;;42.5985251, -5.5944559
VIVIENDA HOGAR CRUZ DE LOS ÁNGELES - ROMERAL 118;2022-11-07;AVENIDA ROMERAL (EL) Nº 118;24;24142;LEON;SAN ANDRES DEL RABANEDO;24009;ZONA I - SAN ANDRÉS DEL RABANEDO;985 211399;985 204180;240921;FUNDACION CRUZ DE LOS ANGELES;;FUNDACIÓN;;;INFANCIA (Y JUVENTUD);Vivienda;Vivienda hogar;OTROS: 8;42.6140647;-5.6179926;TERESA ESTRADA VILLAZÓN;42.6140647, -5.6179926
CASER RESIDENCIAL LEÓN;2025-12-01;CALLE BURBIA 2-6;24;24142;LEON;SAN ANDRES DEL RABANEDO;24010;ZONA I - SAN ANDRÉS DEL RABANEDO;987 875608;;240532;CASER RESIDENCIAL, S.A.U.;;SOCIEDADES;mgonzalez6@caseresidencial.es;www.caseresidencial.es;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 200;42.604483547212496;-5.594774692685577;BEATRIZ IGLESIAS LOUREIRO;42.604483547212496, -5.594774692685577
CENTRO DE DÍA CASER LEÓN;2022-07-07;CALLE BURBIA 2-6;24;24142;LEON;SAN ANDRES DEL RABANEDO;24010;ZONA I - SAN ANDRÉS DEL RABANEDO;987 875608;987 222803;240533;CASER RESIDENCIAL, S.A.U.;;SOCIEDADES;ssierra@caserresidencial.es;www.alboradaresidencia.com;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 30;42.6039343;-5.5953862;Maria Teresa González González;42.6039343, -5.5953862
CENTRO DE DÍA DE PERSONAS MAYORES DE TROBAJO DEL CAMINO;2021-09-30;PLAZA PARROCO BALDOMERO GARCIA GUTIERREZ;24;24142;LEON;TROBAJO DEL CAMINO;24010;ZONA I - SAN ANDRÉS DEL RABANEDO;;;240455;AYUNTAMIENTO DE SAN ANDRÉS DEL RABANEDO;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.5944931;-5.6195112;Jopse Carlos Lozano Gallego;42.5944931, -5.6195112
CENTRO DE DÍA SANTA MARÍA DEL PÁRAMO;2025-02-24;CALLE JARDIN VIEJO 8;24;24157;LEON;SANTA MARIA DEL PARAMO;24240;SANTA MARÍA DEL PÁRAMO;987 260796;;241463;AYUNTAMIENTO DE SANTA MARIA DEL PARAMO;ASOCIACIÓN DE FAMILIARES DE ENFERMOS DE ALZHEIMER Y OTRAS DEMENCIAS DE LEÓN - (ALZHEIMER-LEÓN);ADMINISTRACIÓN LOCAL;rural@alzheimerleon.org;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 49;42.35199780000001;-5.7492049;NIEVES LOMA LUIS;42.35199780000001, -5.7492049
CENTRO RESIDENCIAL PARAMO;2021-09-30;AVENIDA ASTURIAS 45;24;24157;LEON;SANTA MARIA DEL PARAMO;24240;SANTA MARÍA DEL PÁRAMO;658 113755;;241627;CENTRO RESIDENCIAL PARAMO S.L.;;SOCIEDADES;paramo@grupocampolar.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 103;42.3580419;-5.745414299999999;RODRIGO FIDALGO LIZ;42.3580419, -5.745414299999999
RESIDENCIA SAN NICOLAS DE BARI;2026-02-14;CAMINO ANTIMIO S/N;24;24162;LEON;QUINTANA DE RANEROS;24391;LEÓN II - VALVERDE DE LA VIRGEN;987 280211;;240052;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);;ASOCIACIÓN;;;PERSONAS CON DISCAPACIDAD;Residencia;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 60;42.5326206;-5.6445088;ANA MORÁN JIMENO;42.5326206, -5.6445088
RESIDENCIA LA ERA;2021-09-30;CALLE FUENTE (LA) S/N;24;24163;LEON;POBLADURA DEL BERNESGA;24121;LEÓN - CENTRO;987 830400;;241646;AYUNTAMIENTO DE SARIEGOS;IBEROCASER S.L.;ADMINISTRACIÓN LOCAL;ayuntamiento@sariegos.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 70;42.656132;-5.6563119;MARIA DE LAS NIEVES SANCHEZ PASCUAL;42.656132, -5.6563119
RESIDENCIA DE  PERSONAS MAYORES VIRGEN DE VILLAVERDE;2024-05-07;CALLE ARTESIANO (EL) 7;24;24166;LEON;HUERGA DE GARABALLES;24768;LA BAÑEZA;987 644164;;240109;PURIFICACION SAN MARTIN CORDERO;;PERSONA FÍSICA-EMPRESA INDIVIDUAL;virgendevillaverde@hotmail.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 24;;;PURIFICACION SAN MARTIN CORDERO;
RESIDENCIA DE MAYORES VIRGEN DE COVADONGA;2020-09-14;CALLE PRAGUILLA (LA) 13;24;24166;LEON;HUERGA DE GARABALLES;24768;LA BAÑEZA;987 642426;;240727;RESIDENCIA DE MAYORES  VIRGEN DE COVADONGA S.L;;SOCIEDADES;residenciavirgendecovadonga@gmail.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 36;42.3384358;-5.8991397;SONIA FALAGAN LOPEZ;42.3384358, -5.8991397
RESIDENCIA CONDES DE TORENO;2026-03-03;PONFERRADA-LA ESPINA, KM 21,300;24;24169;LEON;TORENO;24450;TORENO;987 527830;;240682;ARALIA SERVICIOS SOCIOSANITARIOS S.A.;;SOCIEDADES;brubial@begar.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 88;;;ÓSCAR FERNANDO PÉREZ MUÑOZ;
RESIDENCIA EDAD DORADA SANTA MARIA DEL AZOGUE;2025-01-23;CALLE CALVO SOTELO S/N.;24;24181;LEON;VALDERAS;24220;VALENCIA DE DON JUAN;987 762510;;240209;AYUNTAMIENTO DE VALDERAS;EDAD DORADA MENSAJEROS DE LA PAZ CASTILLA Y LEÓN;ADMINISTRACIÓN LOCAL;residenciavalderas@mensajerosdelapazcyl.org;;PERSONAS MAYORES;Residencia;Para asistidos;DEPENDIENTES: 36;42.0784076;-5.4430083;CARMEN CARBALLO CORREDERA;42.0784076, -5.4430083
CENTRO DE DÍA ALCORDANZA;2023-12-12;CALLE SAN COSME 1A;24;24188;LEON;VALENCIA DE DON JUAN;24200;VALENCIA DE DON JUAN;675 070940;;241362;ASOCIACIÓN DE ALZHEIMER ALCORDANZA DE VALENCIA DE DON JUAN;;ASOCIACIÓN;asociacion.alcordanza@gmail.com;;PERSONAS MAYORES;Centro de día;Estancias diurnas para enfermos de Alzheimer;ASISTIDOS: 15;;;SARA MANSILLA ALVAREZ;
RESIDENCIA MONTEJOS;2022-11-07;AVENIDA SAN MARTIN  Nº 2 BAJO;24;24189;LEON;MONTEJOS DEL CAMINO;24282;LEÓN II - VALVERDE DE LA VIRGEN;987 303010;987 249321;240015;RESIDENCIA MONTEJOS S.L.;;SOCIEDADES;info@residenciamontejos.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 22;42.6345327;-5.6983979;Marta Rodriguez Lopez;42.6345327, -5.6983979
RESIDENCIA LA CASINA;2026-01-05;CALLE SANTA MARINA 9;24;24189;LEON;VIRGEN DEL CAMINO (LA);24198;LEÓN II - VALVERDE DE LA VIRGEN;650 735708;;241887;HOSPITALIDAD DE NUESTRA SEÑORA DE LOURDES;EDAD DORADA MENSAJEROS DE LA PAZ CASTILLA Y LEÓN;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;info@mensajerosdelapazcyl.org;;PERSONAS MAYORES;Residencia;Para asistidos;DEPENDIENTES: 43;42.5796533;-5.6440259;ELENA CASTRO DUCAL (Sustitución temporal de Juan M. Fernandez Arias desde 08/08/2023);42.5796533, -5.6440259
RESIDENCIA DE PERSONAS MAYORES  VEGAS DEL CONDADO;2026-03-13;CALLE PLAZA (LA) S/N;24;24201;LEON;VEGAS DEL CONDADO;24153;LEÓN I - VILLAQUILAMBRE;987 340332;;240004;AYUNTAMIENTO DE VEGAS DEL CONDADO;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 24;;;CONCEJALA DE BIENESTAR SOCIAL POR DELEGACIÓN DEL ALCALDE (ANA LÓPEZ JUÁREZ);
RESIDENCIA DE PERSONAS MAYORES DE VILLABLINO;2025-05-12;AVENIDA ASTURIAS S/N;24;24202;LEON;VILLABLINO;24100;VILLABLINO;987 481057;;240642;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;REAL FUNDACION HOSPITAL DE LA REINA;ADMINISTRACIÓN AUTONÓMICA;araceli.frances@ute-orthem.provire.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 65;42.9411855;-6.3257747;ARACELI FRANCÉS GARCÍA;42.9411855, -6.3257747
CENTRO TERAPEUTICO ALZHEIMER LACIANA;2023-10-23;PLAZA MANUEL IGLESIAS 8;24;24202;LEON;VILLASECA DE LACIANA;24140;VILLABLINO;987 873537;;241841;ASOCIACION DE FAMILIARES DE ALZHEIMER Y DEMENCIAS LACIANA;;ASOCIACIÓN;alzheimerlaciana@hotmail.es;;PERSONAS MAYORES;Centro de día;Estancias diurnas para enfermos de Alzheimer;OTROS: 20;;;ISABEL BARES FERNÁNDEZ;
HOGAR VALCARCE ALFAYATE;2023-03-09;CALLE CONCEPCION 8;24;24209;LEON;VILLAFRANCA DEL BIERZO;24500;VILLAFRANCA DEL BIERZO;987 540235;987 542078;240080;FUNDACIÓN HOGAR VALCARCE ALFAYATE;HERMANOS FRANCISCANOS DE LA CRUZ BLANCA;FUNDACIÓN;fundacion.alfayate@gmail.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 37;42.609642;-6.812973500000001;MANUEL ORTÍZ CEBALLOS;42.609642, -6.812973500000001
RESIDENCIA DE PERSONAS MAYORES DE BRAÑUELAS;2024-03-18;CALLE VISTA ALEGRE S/N;24;24210;LEON;BRAÑUELAS;24360;ASTORGA;987 633014;;240441;AYUNTAMIENTO DE VILLAGATÓN;EDAD DORADA MENSAJEROS DE LA PAZ CASTILLA Y LEÓN;ADMINISTRACIÓN LOCAL;residenciabranuelas@mensajerosdelapazcyl.org;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 28;42.6328063;-6.1984356;MARIA ÁNGELES GONZÁLEZ RODRÍGUEZ;42.6328063, -6.1984356
"UNIDAD DE ESTANCIAS DIURNAS ""ALICIA""";2020-10-14;CALLE RENUEVA S/N;24;24212;LEON;VILLAMAÑAN;24234;VALENCIA DE DON JUAN;987 207952;987 218691;240758;CENTRO DE MAYORES ALICIA, S.L.;;SOCIEDADES;direccion@centrodemayoresalicia.es;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 15;42.3205442;-5.5808382;JOSE LUIS GRANJA FERNANDEZ;42.3205442, -5.5808382
CENTRO DE MAYORES ALICIA;2026-03-18;CALLE RENUEVA S/N;24;24212;LEON;VILLAMAÑAN;24234;VALENCIA DE DON JUAN;987 767422;987 767423;240757;APRENDE A VIVIR VILLAMAÑAN S.L.;;SOCIEDADES;direccion@centrodemayoresalicia.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 85;42.3205442;-5.5808382;MARIA LUISA PELLITERO RODRIGUEZ;42.3205442, -5.5808382
CENTRO DE DÍA VILLAZULEMA-UNIDAD DE ATENCIÓN SOCIAL;2021-09-30;CALLE BARRERAS (LAS) 50;24;24222;LEON;VILLARRODRIGO DE LAS REGUERAS;24195;LEÓN I - VILLAQUILAMBRE;987 287234;;241630;AYUNTAMIENTO DE VILLAQUILAMBRE;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.6376481;-5.5347201;EVA ALEGRE GONZALEZ;42.6376481, -5.5347201
CENTRO OCUPACIONAL SAN JUAN EVANGELISTA;2025-12-14;CALLE PIO DE CELA S/N;24;24223;LEON;VEGUELLINA DE ORBIGO;24350;RIBERA DEL ÓRBIGO;987 374195;;240050;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);;ASOCIACIÓN;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 20;42.4450719;-5.8854022;OSCAR CREGO CASADO;42.4450719, -5.8854022
RESIDENCIA DE PERSONAS MAYORES NUESTRA SEÑORA DEL PERPETUO SOCORRO;2025-04-07;CALLE SEVERO OCHOA 5;24;24223;LEON;VEGUELLINA DE ORBIGO;24350;RIBERA DEL ÓRBIGO;987 374516;;240333;AYUNTAMIENTO DE VILLAREJO DE ORBIGO;DOMUS AUREA SERVICIOS PARA EL HOGAR, S. L.;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 74;;;NOELIA CUETO ALONSO;
RESIDENCIA GERIÁTRICA ALDEAS BETANIA;2025-02-18;CALLE IGLESIA (LA) 6;24;24223;LEON;VILLAREJO DE ORBIGO;24358;RIBERA DEL ÓRBIGO;987 376500;;240406;ALDEAS BETANIA S.L.;;SOCIEDADES;direccion.aldeasbetania@grupoage.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 70;;;AROA FERNÁNDEZ GALLEGO;
CENTRO DE DÍA MUNICIPAL DE CASTRILLO DE LA RIBERA - UNIDAD DE ATENCIÓN SOCIAL;2025-10-30;CALLE REAL S/N;24;24227;LEON;CASTRILLO DE LA RIBERA;24226;LEÓN I - VILLAQUILAMBRE;987 246455;987 987246455;241188;ASOCIACIÓN PROTECTORA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASPRONA-LEÓN);;ASOCIACIÓN;correo@asspronaleon.org;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.5263297;-5.4743;ANA ISABEL MORÁN CASADO;42.5263297, -5.4743
UNIDAD DE ESTANCIAS DIURNAS BUENOS AIRES;2023-06-15;CALLE REAL Nº 28;24;24228;LEON;CASTRILLO DE SAN PELAYO;24356;LA BAÑEZA;987 206552;;241091;NEUROCARE HOME LEÓN, S.L;;SOCIEDADES;info@residenciabuenosaires.es;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 120;42.4332398;-5.8710606;Sandra Zapatero Suárez;42.4332398, -5.8710606
CENTRO DE DIA PARA PERSONAS MAYORES DE AGUILAR DE CAMPOO;2020-10-14;PLAZA MARMOLEJO S/N;34;34004;PALENCIA;AGUILAR DE CAMPOO;34800;AGUILAR DE CAMPOO;979 125776;979 123863;340159;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.7933048;-4.2602146;MARIANO RUIZ ESTEBANEZ;42.7933048, -4.2602146
"VIVIENDA TUTELADA ""VIRGEN DE LLANO""";2023-05-05;AVENIDA VIRGEN DEL LLANO 19, BAJO IZQUIERDA;34;34004;PALENCIA;AGUILAR DE CAMPOO;34800;AGUILAR DE CAMPOO;979 123574;;340336;FUNDACIÓN PERSONAS;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con disc. física, sensorial, por trastorno del desarrollo intelectual y/o por enfer. mental;OTROS: 5;42.7898305;-4.2720619;ANTONIO JAVIER MOTA CUENDE;42.7898305, -4.2720619
CENTRO DE DIA VIRGEN DE LLANO;2024-01-15;CALLE PRIOR (DEL) 8;34;34004;PALENCIA;AGUILAR DE CAMPOO;34800;AGUILAR DE CAMPOO;983 225125;983 475395;340702;FUNDACIÓN PERSONAS;;FUNDACIÓN;fundacionpersonas@fundacionpersonas.es;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 16;;;LORENZO GONZÁLEZ TORRES;
CLUB DE JUBILADOS DE AMPUDIA;2020-10-14;CALLE ONTIVEROS S/N.;34;34010;PALENCIA;AMPUDIA;34160;VILLARRAMIEL;979 768233;;340216;CAJA DUERO (ANTES CAJA AHORROS SALAMANCA Y SORIA);;CAJAS DE AHORRO;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;41.9145502;-4.7792936;;41.9145502, -4.7792936
RESIDENCIA NUESTRA SEÑORA DE LA PROVIDENCIA;2025-09-18;CALLE MAYOR 18-20;34;34012;PALENCIA;ANTIGÜEDAD;34248;BALTANÁS - TORQUEMADA;979 797926;979 659271569;340246;AYUNTAMIENTO DE ANTIGÜEDAD;GRUPO HEBBAR CERRATO S.L.;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 25;41.9449933;-4.119235;LIDIA BARTOLOMÉ OLMOS;41.9449933, -4.119235
CENTRO DE DIA DE ASTUDILLO;2023-03-03;CALLE GENERAL FRANCO 8;34;34017;PALENCIA;ASTUDILLO;34450;ASTUDILLO - FRÓMISTA;979 822033;979 822471;340543;AYUNTAMIENTO DE ASTUDILLO;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.193836;-4.2925204;....;42.193836, -4.2925204
RESIDENCIA DE PERSONAS MAYORES LA MILAGROSA;2025-04-02;AVENIDA JUAN JOSE LUCAS 1;34;34022;PALENCIA;BALTANAS;34240;BALTANÁS - TORQUEMADA;979 790171;;340275;FUNDACIÓN  VIRGEN DE REVILLA;;FUNDACIÓN;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 38;41.9368191;-4.2478757;ÁNGELA RODRÍGUEZ AICUA;41.9368191, -4.2478757
UNIDAD DE ESTANCIAS DIURNAS LA MILAGROSA;2023-09-28;AVENIDA JUAN JOSE LUCAS 1;34;34022;PALENCIA;BALTANAS;34240;BALTANÁS - TORQUEMADA;979 790171;979 790666;340602;FUNDACIÓN  VIRGEN DE REVILLA;;FUNDACIÓN;;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 15;41.9368191;-4.2478757;ÁNGELA RODRÍGUEZ AIZCUA;41.9368191, -4.2478757
CENTRO DE DÍA BAÑOSALUD;2025-10-31;CALLE BARBOTAN 2;34;34023;PALENCIA;VENTA DE BAÑOS;34200;VENTA DE BAÑOS - DUEÑAS;979 770848;;340312;CLECE MAYORES, SLU;;SOCIEDADES;;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 15;41.9170193;-4.4960383;ISABEL FRANCO ZAPATERO;41.9170193, -4.4960383
RESIDENCIA DE PERSONA MAYORES VILLA MARIA;2024-09-16;CALLE CARRETERA A ITERO , S/N;34;34025;PALENCIA;BARCENA DE CAMPOS;34477;CARRIÓN DE LOS CONDES - OSORNO;979 745971;979 619870971;340536;RESIDENCIA MORAN MENDAÑA, S.L.;;SOCIEDADES;correo@residenciavillamaria.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 71;;;MARÍA ISABEL ROLDÁN GONZÁLEZ;
RESIDENCIA DE PERSONAS MAYORES CRISTO DE SAN FELICES;2022-11-07;CARRETERA PALENCIA VILLADA Nº 1;34;34029;PALENCIA;BECERRIL DE CAMPOS;34310;PAREDES DE NAVA - VILLADA;979 833321;979 833321;340167;FUNDACIÓN BENÉFICO-SOCIAL CRISTO DE SAN FELICES;SERVICIOS RESIDENCIALES VAZFER S.L.;FUNDACIÓN;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 39;42.1111193;-4.6374884;JAVIER RODRÍGUEZ VILLAR;42.1111193, -4.6374884
"CENTRO OCUPACIONAL""CARRION DE LOS CONDES""";2025-12-14;POLIGONO POLIGONO INDUSTRIAL CARRETERA DE OSORNO;34;34047;PALENCIA;CARRION DE LOS CONDES;34120;CARRIÓN DE LOS CONDES - OSORNO;979 707248;;340468;FUNDACIÓN BRIAN;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 53;;;NAOMÍ CAMOLEZ FANTAZIA;
RESIDENCIA DE PERSONAS MAYORES VITALIA CERVERA;2024-06-25;CALLE FELIPE CALVO 7;34;34056;PALENCIA;CERVERA DE PISUERGA;34840;CERVERA DE PISUERGA - LA PERNÍA;979 870882;979 682214552;340603;VITALIA HOME S.L.U.;;SOCIEDADES;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 104;42.8630995;-4.4944712;Mª DEL PILAR VICENTE GARCÍA;42.8630995, -4.4944712
CENTRO DE DÍA CON UNIDAD DE ESTANCIAS DIURNAS VITALIA CERVERA;2023-06-23;CALLE FELIPE CALVO 7;34;34056;PALENCIA;CERVERA DE PISUERGA;34840;PALENCIA - ZONA II - NORTE;979 870882;979 870311;340604;VITALIA HOME S.L.U.;;SOCIEDADES;;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 30;42.8630995;-4.4944712;RAQUEL DELGADO MOYA;42.8630995, -4.4944712
"CENTRO DE DÍA ""MATARREDONDA""";2020-10-14;CALLE IGLESIA (LA) 9;34;34058;PALENCIA;CEVICO NAVERO;34247;BALTANÁS - TORQUEMADA;979 797473;979 797473;340689;AYUNTAMIENTO DE CEVICO NAVERO;;ADMINISTRACIÓN LOCAL;aytoceviconaver@dip-palencia.es;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.011121;-4.532032;PABLO CALVO ESTEBAN;42.011121, -4.532032
CENTRO DE DIA PARA PERSONAS MAYORES DE DUEÑAS;2020-10-14;PLAZA CONDE DE VALLELLANO 14;34;34069;PALENCIA;DUEÑAS;34210;VENTA DE BAÑOS - DUEÑAS;979 780166;979 780328;340160;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;41.8776725;-4.5457171;FRANCISCO J. PEREZ ANTOLIN;41.8776725, -4.5457171
CLUB DE JUBILADOS DE FROMISTA;2020-10-14;AVENIDA INGENIERO RIVERA , S/N;34;34074;PALENCIA;FROMISTA;34440;ASTUDILLO - FRÓMISTA;979 810058;;340272;CAJA DUERO (ANTES CAJA AHORROS SALAMANCA Y SORIA);;CAJAS DE AHORRO;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.2654745;-4.4063112;;42.2654745, -4.4063112
CENTRO OCUPACIONAL CAMINAL;2025-12-14;CALLE FRANCESA S/N;34;34074;PALENCIA;FROMISTA;34440;ASTUDILLO - FRÓMISTA;979 706954;979 000000000;340638;FUNDACIÓN BRIAN;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 25;42.2688069;-4.4060023;NAOMÍ CAMOLEZ FANTAZIA;42.2688069, -4.4060023
VIVIENDA CAMINAL;2025-12-14;AVENIDA CARMEN MONTES 15;34;34074;PALENCIA;FROMISTA;34005;ASTUDILLO - FRÓMISTA;979 706954;979 999999999;340628;FUNDACIÓN BRIAN;;FUNDACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con disc. física, sensorial, por trastorno del desarrollo intelectual y/o por enfer. mental;OTROS: 7;42.26611428022707;-4.4038722061701385;NAOMÍ CAMOLEZ FANTAZIA;42.26611428022707, -4.4038722061701385
RESIDENCIA PARA PERSONAS MAYORES DOMUSVI PALENCIA;2025-06-04;CALLE CORRAL D'OR;34;34077;PALENCIA;FUENTES DE VALDEPERO;34419;ASTUDILLO - FRÓMISTA;979 808439;979 983361657;340457;GERO VITALIA PALENCIA, S.L.;;SOCIEDADES;direccion.palencia@domusvi.es;;PERSONAS MAYORES;Residencia;Mixta para válidos y asistidos;VÁLIDOS: 2, ASISTIDOS: 166;;;MARÍA DOLORES SANTOS BALÓN;
"UNIDAD DE ESTANCIAS DIURNAS ""DOMUSVI PALENCIA""";2024-10-02;CALLE CORRAL DOR, S/N;34;34077;PALENCIA;FUENTES DE VALDEPERO;34419;ASTUDILLO - FRÓMISTA;979 808439;979 983362036;340458;GERO VITALIA PALENCIA, S.L.;;SOCIEDADES;direccion.palencia@domusvi.es;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 12;;;RAQUEL MARTÍNEZ VARONA;
CENTRO DE DIA PARA PERSONAS MAYORES DE GUARDO;2022-07-18;PLAZA EL MINERO, S/N;34;34080;PALENCIA;GUARDO;34880;GUARDO;979 850550;979 852706;340162;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.7888967;-4.8466153;MARIO CARLOS RODRIGUEZ LAURIN;42.7888967, -4.8466153
